question,answer
5 quan niệm sai lầm trong chăm sóc da mặt,"Do đời sống nâng cao, việc làm đẹp ngày càng được nhiều phụ nữ quan tâm. Theo bác sĩ Trần Ngọc Ánh, giảng viên Trung tâm Đào tạo và Bồi dưỡng cán bộ y tế TPHCM, vẫn có nhiều người chưa hiểu biết đúng đắn trong về chăm sóc da. 1. Rửa mặt nhiều lần trong ngày sẽ tránh được mụn: SAI - Để loại bỏ bụi bẩn, giữ cho lỗ chân lông thông thoáng và sạch, các bác sĩ da liễu luôn đề cao việc giữ vệ sinh da. Mỗi ngày nên rửa mặt từ 2 - 3 lần, nhiều nhất là 4 lần tùy theo da khô hoặc nhờn. Vào mùa lạnh, da bị khô nên rửa mặt ít hơn. Không nên rửa mặt quá nhiều bởi bình thường da mặt có độ nhờn và trơn láng vừa phải, rửa nhiều da mặt sẽ khô. Lúc này, theo phản ứng tự nhiên của cơ thể, chất nhờn trên da mặt sẽ tiết bù lại để bảo vệ da và đôi khi còn được tiết nhiều hơn ban đầu. Trong khi đó, mụn trứng cá xuất hiện thường do nội tiết tố hoặc vi khuẩn, bụi bẩn, tế bào chết trên mặt da. Rửa mặt nhiều sẽ làm độ ẩm mất cân bằng và làm mụn nổi nhiều hơn. Để hạn chế sự xuất hiện của mụn, nên tẩy tế bào chết hoặc xông hơi mỗi tuần một lần. 2. Da nhờn không nên sử dụng kem giữ ẩm: SAI - Ngoài chức năng bảo vệ da không bị khô, kem giữ ẩm còn giúp da chống lại lão hóa. Người da nhờn có thể sử dụng sản phẩm chống nhờn, nhưng sau đó da khô quá thì nên nghĩ đến chuyện giữ ẩm da. 3. Uống nước nhiều giúp duy trì độ ẩm cho da: SAI - Độ ẩm của da là sự tổng thể của nhiều yếu tố, việc uống nước chỉ đóng vai trò một phần. Thời tiết hanh khô dễ gây mất nước hoặc càng lớn tuổi da càng khô. Ngoài ra, yếu tố căng thẳng, thức khuya, stress... cũng gây mất nước. Chế độ ăn mặn, ít rau quả cũng ảnh hưởng đến độ ẩm của da mặt. Vì vậy, ngoài việc uống nhiều nước cần cung cấp độ ẩm thường xuyên cho da bên cạnh chế độ sinh hoạt, chế độ dinh dưỡng hợp lý. 4. Mỹ phẩm sử dụng lâu không còn tác dụng: SAI - Thời gian đầu sử dụng mỹ phẩm sẽ có những thay đổi rõ rệt, nhưng khi da đã ổn định thì việc dùng mỹ phẩm lại mang ý nghĩa duy trì, vì thế vẫn nên sử dụng tiếp mỹ phẩm sau đó. Nếu chủ quan đã có làn da đẹp và ngưng sử dụng, dần dần da sẽ trở lại trạng thái cũ. Việc chăm sóc da đòi hỏi phải thường xuyên, lâu dài và ổn định. Không nhất thiết phải sử dụng một bộ sản phẩm nhưng cần lựa chọn loại mỹ phẩm phù hợp với làn da và duy trì trong khoảng thời gian nhất định. Lưu ý thời gian sử dụng sản phẩm tối đa là 2 năm, nếu quá hạn sẽ gây những phản ứng xấu cho da mặt. Với người có làn da nhạy cảm, nếu muốn thay đổi mỹ phẩm cần ngưng sử dụng trong vòng 4 tuần trước khi chuyển sang sử dụng loại mỹ phẩm mới. 5. Nặn mụn là cách tốt nhất xóa mụn: SAI - Cách tốt nhất để đối phó với mụn là thoa kem trị mụn khi chúng vừa mới xuất hiện. Việc nặn mụn bằng tay không thích hợp thời điểm (khi mụn còn nhỏ), dễ gây thủng da và để lại sẹo xấu, đồng thời chất bẩn và vi khuẩn sẽ bít lỗ chân lông làm mụn xuất hiện nhiều hơn. Đôi khi vì cố nặn mụn nên dẫn đến hiện tượng mặt bị sưng. Tuy nhiên, nếu mụn đã chín thì nên nặn để chúng không bị vỡ khi rửa mặt, dễ chảy máu và gây nhiễm trùng."
Làm đẹp với cọ trang điểm,"Cọ trang điểm là một dụng cụ làm đẹp phổ biến. Dùng cọ, việc trang điểm sẽ trở nên nhẹ nhàng, nhanh chóng và tiện lợi hơn rất nhiều, đồng thời mỹ phẩm cũng phát huy được hiệu quả hơn nhờ vào những cây cọ này. Thế giới cọ trang điểm cũng hết sức phong phú, mỗi loại cọ có một công dụng riêng. Bạn có thể tham khảo một số loại cọ thông dụng được dùng trong trang điểm sau đây để có thể chọn một mình vài loại phù hợp và cần thiết để làm đẹp. Cọ thoa phấn nền Đối với những loại phấn nền dạng lỏng, thay vì dùng miếng mút, bạn có thể dùng đến loại cọ này. Đầu cọ mịn giúp bạn chấm những chấm phấn nền nhỏ li ti lên mặt, miết nhẹ khắp vùng mặt. Nên bắt đầu chấm và thoa phấn từ vùng giữa mắt, chuyển dần sang hai bên má, xương quai hàm và lan đến vùng cổ. Ưu điểm của loại cọ này là giúp phấn nền tỏa đều khắp mặt và nhanh chóng thấm sâu vào da, đồng thời tiết kiệm được một lượng phấn đáng kể, không hút nhiều phần như mút. Cọ thoa phấn phủ Sau khi thoa phấn nền, bạn cần đến loại cọ này để phủ một lớp phấn mới lên bề mặt da giúp da trông mịn màng và tươi tắn hơn. Ưu điểm của loại cọ này là tan đều phấn khắp mặt, hạn chế tối đa việc phấn bám vào da không đều, chỗ dầy chỗ mỏng. Đầu tiên, bạn nhúng đầu cọ vào hộp phấn, gõ nhẹ cho phấn rơi bớt, sau đó từ từ thoa phấn lên mặt theo chiều từ trên xuống dưới. Cọ thoa phấn hồng Những sợi lông li ti và đều nơi đầu cọ sẽ giúp phấn hồng bám đều vào đầu cọ và lan tỏa đều trên vùng má, dễ dàng điều khiển đúng với ý đồ của người trang điểm. Trước khi thoa phấn má hồng, bạn nhờ gõ nhẹ để bụi phấn bay bớt, sau đó xoay trộn đầu cọ lên gò má rồi nhẹ nhàng kéo cọ xuống phía gần mang tai. Bạn cũng có thể thoa một ít phấn hồng lên sóng mũi, cằm và trán để khuôn mặt trở nên hồng hào ở mọi góc cạnh. Cọ kẻ mắt Đầu cọ loại này thường được thiết kế gọn, mạnh và cứng giúp cho việc pha màu và tán màu lên bầu mắt và mi mắt được đều, đồng thời cho độ phủ màu cao, tránh tạo nên những nếp nhăn do phấn bị đóng màng. Nên dùng cọ kẻ mắt từ đầu mắt đến đuôi mắt, nhớ thoa thật sát với đường kẻ mi. Cọ son môi Loại cọ này có cấu tạo cung cấp để hỗ trợ bạn trong việc pha màu môi ưng ý. Đầu cọ thường nhọn với những sợi lông nhỏ mịn, giúp thoa son vào môi dễ dàng, ăn son, đồng thời tránh lem màu ra ngoài vành môi. Phần dẹt của cọ giúp tán đều son và tạo độ mỏng cho làn môi. Cọ chải mi Cọ chải mi được sử dụng sau khi chải mascara nhằm tách mi, giúp mi không bị rối. Đồng thời, loại cọ này còn được sử dụng để chải lông mày. Bạn nên lau cọ bằng khăn lụa sau mỗi lần chải để màu khỏi bị lem. Dù cọ trang điểm được làm từ chất liệu gì và công năng ra sao thì chúng cũng cần được chăm sóc và giữ gìn. Nên giữ cho đầu cọ luôn sạch sẽ vì một chiếc cọ bạn có thể sẽ làm biến màu son hoặc màu phấn trang điểm của bạn. Sau mỗi lần sử dụng, bạn nên lau nhẹ cọ bằng giấy lụa hoặc gõ cho bay hết lớp phấn trang điểm vừa bám vào đầu cọ. Hàng tuần, nên tổng vệ sinh cọ bằng một ít dầu gội đầu dưỡng ẩm, xoa nhẹ đầu cọ, sau đó xả sạch và vảy hết nước rồi hong khô trong bóng râm."
Mặt nạ trái cây,"Mùa xuân là mùa của hoa quả, vì thế tận dụng những ưu đãi của thiên nhiên theo mùa để làm đẹp là một trong những cách chăm sóc cơ thể hiệu quả và tiết kiệm. Hoa quả thường chứa rất nhiều sinh tố và khoáng chất, không chỉ giúp ích cho sức khỏe mà còn cung cấp nhiều dưỡng chất cho làn da, giúp da thêm mịn màng và khỏe mạnh. Bạn có thể làm đẹp từ cách đơn giản nhất là đắp mặt nạ từ trái cây. Cách làm này không đòi hỏi ban đầu từ nhiều công phu lắm và cũng không mất nhiều thời giờ. Bạn có thể đắp trái cây theo dạng tự nhiên hoặc pha trộn với các nguyên liệu khác như sữa tươi, yaourt, mật ong để gia tăng dưỡng chất cho da và tăng hiệu quả của mặt nạ. Hầu như tất cả các loại trái cây đều có thể sử dụng làm mặt nạ. Mỗi loại thích hợp cho từng loại da. Có thể kể đến các loại trái cây làm mặt nạ phổ biến như: bơ, dưa leo, cà rốt, khoai tây, chanh, dâu... Xin được giới thiệu một số loại mặt nạ để làm và có tác dụng tốt. 1. Mặt nạ từ chanh tươi Loại mặt nạ này đặc biệt thích hợp cho những ai da nhờn. Đầu tiên, vắt nước cốt của hai quả chanh pha với một muỗng cà phê mật ong, sau đó thoa hợp chất này lên mặt, để yên trong 20 phút. Tinh chất chanh sẽ giúp sát trùng da, làm sạch bã nhờn bám trên da, đồng thời mật ong giúp da căng mịn và cung cấp thêm dưỡng chất cho da. Sau đó rửa mặt thật sạch bằng nước mát, nước suối hoặc nước hoa hồng. Bạn cũng có thể khắc phục làn da bị mụn trứng cá với công thức sau: hòa hai thìa cà phê đậu nành đặc với l/2 thìa cà phê nước cốt chanh trong vòng 30 giây. Sau đó, massage hỗn hợp này lên da và để cho khô tự nhiên. Cuối cùng rửa sạch bằng nước mát, thoa tonic và kem dưỡng ẩm. 2. Mặt nạ dâu tây Những ai có làn da nhạy cảm thì không nên sử dụng loại mặt nạ này vì trong dâu có chứa thành phần kích hoạt da, có thể khiến da bị dị ứng nhẹ. Trộn dâu đã được nghiền nát với sữa tươi tạo thành một hỗn hợp nhão, sau đó đắp lên da mặt khoảng 20 phút rồi rửa mặt thật sạch. Hoặc bạn không cần dùng đến sữa tươi mà có thể đắp từng lát dâu mỏng trực tiếp lên da mặt. Đây là một hợp chất dinh dưỡng rất tốt cho da mặt, nên thực hiện 2 lần/tuần. 3. Mặt nạ cà chua Tinh chất từ cà chua có khả năng làm sạch, cung cấp độ ẩm cho da. Tuy nhiên, nên thận trọng với những bạn có làn da nhạy cảm vì cà chua có thể làm kích ứng da, gây ngứa nhẹ. Bạn có thể thực hiện mặt nạ cà chua theo hai cách: nghiền nát hoặc đề nguyên lát, trộn với sữa tươi, đắp lên mặt trong l5 phút, sau đó rửa sạch da với nước hoa hồng. Hoặc bạn có thể cắt một quả cà chua nhỏ thành hai phần, nhẹ nhàng xát lên mặt theo đường tròn. Sau khi nước cà chua trên mặt khô hết, tráng lại bằng nước mát, sau đó thoa tonic và kem dưỡng ẩm. Loại mặt nạ này thích hợp dùng 2 lần/tuần. 4. Mặt nạ cà rốt Xay nhuyễn cà rốt, trộn đều với yaourt, thoa hỗn hợp khắp mặt, để yên 20 phút, sau đó rửa mặt thật sạch bằng nước sạch. Cách này có tác dụng trị mụn trứng cá, đặc biệt thích hợp cho những bạn gái mới lớn. Đồng thời, sữa chua đóng vai trò tiêu diệt vi khuẩn gây mụn mà không làm khô da. Hơn nữa, sinh tố A trong cà rốt lại có tác dụng làm lành sẹo, mờ vết thâm do mụn gây ra. Nếu không xay nhuyễn, bạn có thể cắt cà rốt thành từng lát mỏng, để lạnh, đắp lên mặt. 5. Mặt nạ trái bơ Mặt nạ từ trái bơ thích hợp cho các loại da thường và da khô vì bơ có khả năng tăng cường dưỡng chất và phục hồi độ ẩm cho da, đồng thời làm sạch bụi bẩn bám lâu ngày trên da. Bạn có thể cắt từng lát bơ mỏng đắp lên mặt hoặc tán nhuyễn bơ rồi trộn với sữa tươi, đắp lên da mặt, để yên 30 phút sau đó rửa sạch bằng nước mát. 6. Mặt nạ từ trái đào Gọt rồi nạo một trái đào lớn, hòa cùng thìa cà phê mật ong, pha thêm 2 thìa cà phê sữa chua và đánh nhuyễn. Đắp hỗn hợp này lên mặt, cổ và quanh mắt. Trong khi đắp, nằm nghỉ ngơi trong vòng 10 phút. Cuối cùng rửa sạch bằng nước ấm, thoa nước tonic và kem dưỡng ẩm sẽ giúp da thêm láng mịn."
Những phương pháp dưỡng thể nổi tiếng,"Giờ đây, bạn cũng có thể thưởng thức những phương pháp dưỡng thể này ngay tại gia đình, với chi phí giá cả không quá ''căng thẳng''! 1. Thanh tẩy làn da Hỗn hợp quýt - mật ong: Phương pháp này đến từ một trong những khu nghỉ mát nổi tiếng nhất Ấn Độ là Amarvilas Oberoi ở Agra, gần đền Taj Mahal nổi tiếng: vừa giúp tẩy da chết, vừa cung cấp chất ẩm cho da và tinh dầu thơm tự nhiên của quýt làm sảng khoái thể chất tinh thần, đặc biệt tốt cho da nhờn. 4 - 5 trái quýt; 25 g - 30 g bột gạo; 201 m mật ong. Băm nhỏ quýt (kể cả vỏ), cho vào máy sinh tố cùng với bột gạo, cho đến khi tạo thành một hỗn hợp mịn màng. Khuấy mật ong vào, đợi vài phút cho hỗn hợp tăng tác dụng, xong thoa lên da. Hỗn hợp hạnh nhân - mật ong: Dịch vụ tắm spa dưỡng thể ở đảo Bali (Indonesia) nổi tiếng vì phương pháp này. Công thức sau đây có công năng tẩy thanh làn da, cung cấp độ ẩm và thích hợp cho mọi làn da. 2 muỗng canh bột hạnh nhân; 6 muỗng canh dưa leo xay nhuyễn; l/2 muỗng canh bột quế, 2 muỗng canh mật ong. Trộn tất cả nguyên liệu lại trong chén, gia giảm bột hạnh nhân sao cho hỗn hợp có độ sệt vừa. Đắp lên cơ thể và mát-xa thành vòng tròn. Tập trung vào những vùng da khô, như khuỷu tay, mắt cá. Xong, xả dưới vòi nước ấm, lau khô và thoa kem giữ ẩm. Hỗn hợp dừa: 200 g dừa bào (hoặc 150 g dừa khô, ngâm nước trong 20 phút); 3 muỗng canh nước cốt dừa; 2 hạt vani, băm nhỏ. Trộn tất cả nguyên liệu trong chén, đắp lên người, xoa mát-xa theo vòng tròn ở các vùng khuỷu tay, đầu gối, bàn chân. Sau đó, tắm lại với vòi sen. 2. Ngâm tắm thư giãn Đại dương êm dịu: Muối biển làm sạch da, thêm khoáng chất và hương thơm giúp bạn thư giãn. 1 muỗng canh muối biển tinh chất; 3 giọt tinh dầu vani; 2 giọt tinh dầu dừa; 2 giọt tinh dầu cam (chanh, bưởi, quýt tùy thích). Ngâm mình, thư giãn trong bồn tấm có pha những nguyên liệu trên."
Trang điểm nhanh,"Việc trang điểm nhanh không khó nếu bạn nắm vững một vài nguyên tắc cơ bản trong việc trang điểm, từ cách chọn mua mỹ phẩm đến việc sử dụng sao cho hiệu quả... Những nguyên tắc này sẽ hỗ trợ cho bạn rất nhiều trong việc làm đẹp nhanh chóng trước giờ họp hoặc đang vội ra ngoài, giúp bạn tự tin với vẻ ngoài của mình mà không cần phải bỏ ra nhiều thì giờ. Phấn nền Phấn nền đóng vai trò rất quan trọng trong trang điểm bởi phấn nền giúp làn da của bạn trở nên mịn màng, tự nhiên hơn. Để chọn được loại phấn nền như ý, trước khi quyết định mua, bạn kiểm tra bằng cách quẹt từ 2 đến 5 màu phấn khác nhau lên quai hàm của bạn và kiểm tra dưới ánh sáng ban ngày. Màu mờ nhất là màu phù hợp với làn da của bạn. Bạn có thể tìm mua loại phấn trong. Loại phấn này vừa mang lại nét đẹp tự nhiên vừa khiến cho làn da mịn màng lên trông thấy. Phấn sẽ ăn hơn khi da mặt sạch sẽ. Sau khi rửa sạch mặt, thoa kem dưỡng ẩm và chờ một lúc cho kem thẩm thấu sâu vào trong da. Dùng tay hay bông phấn thoa phấn theo hướng ra ngoài và vòng xuống dưới. Nếu bạn làm theo chiều ngược lại, phấn sẽ vướng vào lỗ chân lông và kết quả là làn da trở nên gồ ghề hơn. Phấn phủ Nên chọn loại phấn phủ hợp với làn da của bạn, tránh thoa những loại phấn phủ sáng hơn màu da sẽ khiến da bạn trông không được tự nhiên. Sau khi thoa phấn nền, dùng cọ đầu lớn thoa nhẹ một lớp phấn phủ dạng bột lên toàn bộ khuôn mặt. Trong trường hợp bạn sử dụng miếng mút, hãy lồng hai ngón tay vào quai của miếng mút để tạo sự chắc chắn. Ấn nhẹ và lăn theo hướng từ giữa má ra ngoài. Phấn má hồng Dùng cọ tán hoặc cọ tán nhỏ, xoáy phớt cọ trong hộp phấn, gõ nhẹ để phấn bay bớt rồi thoa lên vùng má, hướng ra ngoài. Mỗi tuần một lần, bạn nên rửa sạch cọ bằng dầu gội đầu. Lông cọ bẩn sẽ ảnh hưởng đến màu phấn khi trang điểm. Đôi mắt Trước tiên, bạn thoa nhẹ màu mắt lên toàn bộ bầu mắt, thoa từ đầu mắt hướng ra ngoài. Sau đó, dùng bút ngòi nhỏ và dẹt, thoa một chút phấn với tông đậm hơn và đánh theo đường vòng cung, di chuyển từ phần trên của bầu mắt xuống dưới sát với mí mắt. Khi trang điểm ban ngày, màu mắt nhẹ nhàng được xem là màu lưu lại được lâu nhất trên mí mắt của bạn. Tiếp theo, bạn dùng mascara chải mi. Để chải mi thật đều, một tay nhẹ nhàng kéo phần mí của đuôi mắt lên, tay kia xoay đầu mascara và kéo đi kéo lại. Riêng phần mi ở giữa mắt, chải theo hướng lên trên bằng đường vuốt dài, nhớ chải đều từ gốc đến ngọn, như vậy mi của bạn vừa trông thật tự nhiên vừa dài và cong. Bên cạnh đó, để tránh mascara vón cục, bạn nên thường xuyên lau đầu mascara bằng giấy lụa để lấy hết đi những cặn thuốc ở đầu mascara. Kem dưỡng ẩm dễ làm chảy mascara, vì thế bạn chỉ nên thoa ở vùng da dưới mắt. Ngoài ra sử dụng mascara không thấm nước cũng sẽ giải quyết được những vết lem nhem xuất hiện quanh mắt. Son môi Trước tiên, bạn thoa son dưỡng môi, sau đó sử dụng chì kẻ môi cùng tông với màu son chấm nhẹ chì lên sát với vành môi trong rồi vẽ thành đường môi hoàn chỉnh. Bước kế tiếp bạn thoa son trực tiếp lên môi, chú ý ấn nhẹ đầu vát của son, mím môi và dùng ngón tay để điều chỉnh cho son ăn vào môi hơn. Cuối cùng, dùng chì kẻ lại môi một lần nữa. Các loại son bóng màu hồng tươi thích hợp với hầu hết màu da và làm cho môi trông mọng hơn."
Trang điểm ngày xuân,"Dùng các gam màu tự nhiên - như màu hồng của hoa đào sẽ mang đến cho bạn một khuôn mặt rạng rỡ trong những ngày đầu năm. Tóc làm cao ở phần đỉnh đầu, thêm phần lọn uốn quăn phía sau. Phấn nền: dùng kem lót màu trắng hồng phủ phấn màu số 2 cho da sáng, tiếp đến là phấn nâu để che bớt hai bên cạnh mặt. Má: màu hồng nhạt. Mắt: màu xanh ở mí dưới và lan lên trên hòa cùng màu hồng tạo nên sắc tím ở giữa. Môi: dùng màu hồng có sắc trắng đánh môi, không viền môi, để môi tự nhiên."
Phình động mạch chủ bụng,"Bệnh nguy hiểm, dễ bị bỏ qua Phình động mạch khi đường kính động mạch đo được qua chụp động mạch phải lớn hơn đoạn động mạch bình thường 1,5 lần. Ở người VN, động mạch chủ được gọi là phình khi đường kính trên 3 cm, phình trên 5 cm có chỉ định mổ, nếu không sẽ bị vỡ đột ngột và gây tử vong cho bệnh nhân Hằng năm, tại Mỹ có khoảng 15.000 người chết vì phình động mạch chủ bụng (PĐMCB), đứng hàng thứ 10 về các nguyên nhân gây tử vong ở nam giới trên 55 tuổi. Càng lớn tuổi nguy cơ mắc bệnh càng cao. Nguy cơ PĐMCB ở người hút thuốc gấp 8 lần người không hút thuốc Đó là kết quả của những nghiên cứu mới nhất. Ngoài ra, người ta còn thấy trong số PĐMCB có đến 40% bệnh nhân bị cao huyết áp và 95% có xơ vữa động mạch. Một số các nguyên nhân khác hiếm gặp hơn là nhiễm trùng mạch máu, bóc tách động mạch chủ mạn, bệnh tự miễn Takayasu, giang mai, nấm, chấn thương hoặc bẩm sinh trong hội chứng Marfan. Tại VN, tuy chưa có số liệu cụ thể, nhưng ở Khoa Phẫu thuật Tim mạch Bệnh viện (BV) Chợ Rẫy chỉ trong 3 năm từ 1996-1999 đã có hơn 50 bệnh nhân PĐMCB được mổ, còn tại BV Bình Dân là hơn 200 người. Tại BV Nhân dân Gia Định, hiện nay hầu như tuần nào cũng có bệnh nhân PĐMCB được mổ. Phần lớn bệnh nhân đều được cứu sống và ra viện an toàn, tuy nhiên một số vì quá già yếu hoặc đến trễ, túi phình đã vỡ vào trong ổ bụng thì kết quả cũng rất hạn chế. Đau do PĐMCB có thể nhầm với... đau dạ dày Khoảng 2/3 số bệnh nhân PĐMCB nhập viện vì một bệnh lý khác, hoặc phát hiện bệnh rất tình cờ do đi khám một bệnh không liên quan gì đến bệnh mạch máu. Khi khám bụng bác sĩ thấy có một khối u, đập theo nhịp tim hoặc trong lúc làm siêu âm bụng, phẫu thuật bụng mà phát hiện ra. Những trường hợp này gọi là thể không có triệu chứng của PĐMCB. Chính vì không có, hay rất ít có triệu chứng như vậy nên bệnh nhân rất chủ quan và chưa hiểu hết tác hại của bệnh, việc thuyết phục bệnh nhân và gia đình đồng ý phẫu thuật là một việc hết sức khó khăn với bác sĩ, đôi khi còn khó khăn hơn cả phẫu thuật. Triệu chứng thường gặp nhất của PĐMCB là đau bụng, đau từ thượng vị và lan ra sau lưng, đôi khi xuống mông hoặc bẹn làm nhiều bệnh nhân tưởng là đau dạ dày và tự mua thuốc về uống. Nếu đau đột ngột tăng lên hoặc trở nên liên tục phải coi chừng khả năng vỡ túi phình. Một số triệu chứng liên quan đến tình trạng thiếu máu mãn tính hai chân như đi cách hồi, hoại tử đầu chi, vọp bẻ, tắc động mạch nuôi chi cấp tính... Một số ít bệnh nhân PĐMCB thì vào BV trong tình trạng cấp cứu, mạch tăng nhanh, huyết áp hạ, tay chân lạnh, bụng đau dữ dội do túi phình động mạch bị vỡ. Một số biến chứng thường gặp của PĐMCB Biến chứng đầu tiên hay gặp nhất, là kết quả tiến triển tự nhiên của bệnh này là vỡ túi phình. Chỗ vỡ có thể ra sau phúc mạc và tạo thành lỗ dò, vỡ của phình động mạch chủ có thể được báo trước bằng cơn đau kịch phát. Ngoài ra PĐMCB còn có thể vỡ vào các cơ quan nội tạng khác như vỡ vào tá tràng gây nôn ra máu ồ ạt, vỡ vào tĩnh mạch chủ dưới gây dò động tĩnh mạch và bệnh nhân sẽ tử vong vì suy tim cấp. Một số biến chứng khác ít gặp hơn và không trầm trọng bằng là thiếu máu cấp tính hai chi dưới, chèn ép cơ quan khác (chèn vào tá tràng gây hẹp môn vị, chèn niệu quản trái gây cơn đau quặn thận và ứ nước thận trái...). Gần như bắt buộc phải điều trị bằng phẫu thuật PĐMCB trong mọi trường hợp đều phải được mổ để lấy đi toàn bộ túi phình, thay bằng một đoạn động mạch nhân tạo. Trường hợp túi phình vỡ, mổ cấp cứu là bắt buộc. Có một số trường hợp PĐMCB có thể trì hoãn phẫu thuật, với điều kiện phải điều trị nội khoa tích cực và theo dõi sát diễn tiến của túi phình. Đó là bệnh nhân có túi phình không có triệu chứng cơ năng, kích thước của túi phình đo được trên siêu âm không quá 5 cm, bệnh nhân có một số bệnh đi kèm nặng như thiếu máu cơ tim, tâm phế mạn, ung thư giai đoạn cuối..."
Thai và bệnh chàm," Chàm là một trong những nhóm bệnh dị ứng, nguyên nhân gây bệnh chính là tiếp xúc với các dị nguyên trên người có cơ địa dị ứng. Những dị nguyên thường gặp là thức ăn, thuốc... hoặc yếu tố bên ngoài như thời tiết, độ ẩm không khí, xà bông, mỹ phẩm... Điều trị chàm thường là điều trị triệu chứng. Ở phụ nữ có thai, chàm thường xuất hiện trên tình trạng khô da, khi điều trị nên hạn chế sử dụng thuốc dạng uống, một số nhóm thuốc thoa cũng chống chỉ định hoặc chỉ được dùng ngắn ngày (dưới 1 tuần). Bạn cần đến Bệnh viện Da liễu hoặc bác sĩ chuyên khoa khám để được chỉ định thuốc cụ thể nhằm tránh ảnh hưởng đến thai nhi. "
Mang thai sau khi nhiễm rubella đã lâu,"Những người từng bị nhiễm bệnh rubella trước khi mang thai ít nhất 3 tháng thì không sao. Thường khi khỏi bệnh thì cũng hết virus rubella. Kết quả xét nghiệm cho thấy bạn đã bị nhiễm rubella từ lâu, nên có thai sẽ không ảnh hưởng. Tuy nhiên, bạn bị nhiễm 2 loại virus CMV và EBV nên con bạn sinh ra sẽ hơi yếu. Trong thời gian mang thai bạn nên ăn đủ các chất dinh dưỡng để hạn chế nguy cơ này. "
Phẫu thuật tạo hình vành tai,"Dị dạng tai bẩm sinh có nhiều mức độ, có thể là dị dạng tai ngoài đơn thuần hoặc kết hợp với dị dạng tai giữa. Trong dị dạng tai ngoài lại được chia thành nhiều loại: một phần hoặc toàn bộ vành tai, có hoặc không có ống tai ngoài, có khi ảnh hưởng đến sức nghe và gây viêm nhiễm nhưng có khi không. Những trường hợp dị dạng vành tai cần thiết phải đi khám chuyên khoa tai ở bệnh viện Tai Mũi Họng để đánh giá mức độ, từ đó có hướng xử trí kịp thời. Riêng việc tạo hình vành tai, phải đợi trẻ đến 17 tuổi mới có thể tiến hành phẫu thuật vì khi đó vành tai đã phát triển ổn định. "
Giảm trí nhớ vì sao?,"Giảm trí nhớ là triệu chứng của nhiều loại bệnh, do nhiều nguyên nhân khác nhau gây ra. Một số trường hợp căng thẳng về tâm lý đưa đến tình trạng bồn chồn, lo âu ảnh hưởng đến khả năng tập trung chú ý và từ đó làm giảm trí nhớ. Một số tình trạng bệnh tâm thần như trầm cảm, rối loạn lo âu hay mất ngủ kéo dài cũng có hiện tượng suy giảm trí nhớ kèm theo. Ngoài ra, những trường hợp sa sút trí tuệ Alzheimer hoặc sa sút tâm thần sau tai biến mạch máu não... có biểu hiện chủ yếu là rối loạn trí nhớ. Do đó, khi có triệu chứng suy giảm trí nhớ, bệnh nhân cần đi khám bác sĩ tâm thần để được định bệnh và đưa ra cách điều trị thích hợp vì mỗi loại bệnh có cách điều trị khác nhau. "
Giữ vẻ đẹp dưới nắng hè,"Bạn muốn giữ được vẻ đẹp dưới ánh nắng mùa hè, cách trang điểm sau đây sẽ giúp bạn thực hiện mong muốn đó. Phấn nền : Trước tiên làm sạch da mặt với nước hoa hồng, sau đó dùng kem lót màu vàng, đánh nền, tiếp theo dùng phấn phủ. Môi: Dùng màu cam đánh cả khuôn môi. Nếu muốn tạo cho đôi môi căng mọng, bạn có thể lấy bông phấn chậm giữa lòng môi dưới. Mắt: Dùng bột màu nâu vẽ lông mày chọn màu trắng ánh vàng đánh cả vùng bầu mắt. Sau đó lấy màu vàng cam đánh phần bầu mắt, nhấn hốc mắt với màu nâu, kẻ sát mi dưới màu nâu cam thật nhẹ."
Hội chứng Marfan,"Marfan là bệnh của mô liên kết, ảnh hưởng chủ yếu trên hệ xương và hệ tim mạch. Đây là bệnh di truyền theo tính trội ở nhiễm sắc thể thường. Bệnh gây nguy hiểm đến tính mạng do ảnh hưởng đến tim mạch, làm dãn gốc động mạch chủ, bóc tách động mạch chủ và từ đó gây vỡ động mạch chủ dẫn đến tử vong. Bệnh nhân hội chứng Marfan thường bị giảm 1/3 thời gian sống của cuộc đời. Phẫu thuật tim mạch nhằm loại bỏ phình, bóc tách động mạch chủ và hở van động mạch chủ. Tuy nhiên, phẫu thuật thay động mạch chủ và van động mạch chủ có thể giúp bệnh nhân tăng tuổi thọ. "
